0,6,8,7,3
1,5,0,5,3
2,5,4,4,2
3,8,9,6,4
4,5,0,3,1
5,0,7,7,6
6,4,0,5,4
7,5,5,1,8
8,2,8,0,9
9,8,7,2,1
10,8,9,8,7
11,5,1,4,4
12,6,3,7,5
13,3,9,0,3
14,8,2,1,4
15,0,8,3,7
16,5,6,8,7
17,3,9,1,7
18,9,3,9,4
19,7,4,7,9
20,4,0,4,7
21,2,2,4,8
22,3,5,4,3
23,7,6,9,4
24,6,6,5,2
25,6,0,8,5
26,4,3,0,6
27,5,4,2,6
28,9,9,6,7
29,2,2,9,2
30,3,6,3,1
31,3,4,0,2
32,1,8,7,1
33,9,9,1,3
34,7,4,7,0
35,6,3,4,3
36,9,2,1,9
37,4,8,2,0
38,3,9,6,6
39,9,4,7,7
40,4,7,8,7
41,8,2,9,2
42,7,6,7,7
43,3,9,8,3
44,0,8,8,0
45,6,7,0,2
46,1,3,9,9
47,7,2,5,6
48,9,2,0,3
49,4,3,1,8
50,3,1,1,9
51,8,8,1,5
52,8,9,7,0
53,6,5,1,5
54,8,1,5,6
55,1,7,6,0
56,4,4,6,6
57,2,7,1,1
58,5,0,6,5
59,6,3,7,6
60,9,8,2,8
61,1,0,8,5
62,9,9,3,6
63,8,9,2,6
64,7,6,0,8
65,9,9,1,1
66,3,4,3,8
67,6,9,0,7
68,9,9,2,7
69,0,1,7,7
70,5,8,5,0
71,0,9,3,6
72,6,9,6,2
73,9,5,6,5
74,6,6,1,0
75,7,8,3,5
76,8,7,8,7
77,8,3,3,6
78,6,2,8,7
79,8,0,1,0
80,8,1,7,1
81,3,1,0,1
82,3,9,4,0
83,6,5,2,7
84,2,0,6,9
85,7,3,3,7
86,5,7,2,0
87,7,8,5,3
88,3,8,9,0
89,8,5,9,4
90,8,4,1,6
91,4,8,5,4
92,9,3,0,0
93,1,4,6,5
94,2,6,0,0
95,1,6,7,3
96,8,4,0,8
97,5,3,1,7
98,9,4,3,2
99,0,9,5,1
100,3,9,6,6
101,3,8,4,6
102,7,3,3,5
103,5,1,9,9
104,7,9,1,2
105,1,4,3,5
106,8,9,2,2
107,3,1,1,9
108,7,7,0,6
109,1,8,3,0
110,9,2,7,9
111,0,0,3,3
112,0,5,3,4
113,7,4,0,0
114,6,5,8,6
115,2,4,7,8
116,5,3,4,9
117,6,7,5,0
118,6,1,8,3
119,1,8,8,5
120,4,0,6,3
121,0,7,8,9
122,3,4,1,8
123,1,0,9,2
124,2,5,9,1
125,9,9,9,7
126,6,5,4,9
127,1,0,5,4
128,3,6,9,3
129,2,9,8,9
130,1,9,2,2
131,2,1,2,8
132,7,9,1,4
133,2,8,6,3
134,8,3,5,7
135,8,9,2,2
136,2,9,2,7
137,0,1,7,3
138,9,8,0,8
139,5,3,0,6
140,5,5,4,4
141,3,7,6,6
142,5,1,5,3
143,8,3,3,4
144,1,5,6,3
145,4,2,2,3
146,1,9,6,1
147,4,3,1,0
148,2,2,7,2
149,0,9,5,8
150,7,7,9,0
151,4,4,3,3
152,2,7,5,2
153,4,3,7,6
154,0,9,9,3
155,3,9,6,8
156,2,0,4,9
157,8,2,0,8
158,5,2,7,8
159,5,3,7,5
160,8,5,8,6
161,9,2,0,7
162,2,7,9,1
163,5,5,8,0
164,6,2,4,8
165,4,1,7,4
166,8,0,0,8
167,2,6,6,2
168,5,6,7,6
169,4,2,5,5
170,3,8,6,5
171,1,7,5,9
172,1,9,6,2
173,6,2,2,8
174,2,3,0,1
175,6,0,8,5
176,0,8,8,8
177,4,9,1,3
178,2,8,9,4
179,3,4,7,7
180,0,0,8,7
181,3,3,4,1
182,3,0,5,8
183,5,8,1,6
184,4,0,5,4
185,8,5,2,9
186,9,4,3,7
187,5,5,1,5
188,4,8,5,9
189,2,9,8,2
190,5,4,8,1
191,3,1,9,0
192,1,4,5,0
193,6,6,5,0
194,6,4,6,0
195,1,4,7,9
196,9,6,4,7
197,4,4,7,2
198,0,7,1,8
199,4,0,2,7
200,7,2,7,1
201,3,9,0,9
202,3,4,7,6
203,0,4,0,7
204,6,1,3,4
205,8,9,9,7
206,8,8,5,3
207,3,0,5,9
208,5,5,4,0
209,9,9,9,8
210,8,1,5,9
211,7,0,6,2
212,5,2,7,0
213,6,3,7,3
214,9,4,3,1
215,8,0,4,9
216,3,8,8,9
217,5,4,3,4
218,0,8,2,7
219,2,6,8,6
220,0,8,4,2
221,7,0,6,1
222,8,9,9,8
223,0,1,1,6
224,9,2,2,3
225,3,8,6,6
226,6,2,8,3
227,2,2,9,8
228,4,5,3,3
229,2,5,7,1
230,8,0,9,2
231,8,7,6,0
232,1,8,9,5
233,8,1,3,6
234,1,3,4,4
235,0,3,3,5
236,6,9,1,1
237,0,4,6,4
238,6,1,0,2
239,9,3,2,1
240,2,5,9,9
241,7,4,1,8
242,1,5,3,7
243,6,4,2,1
244,7,4,8,5
245,9,3,5,6
246,7,0,6,4
247,8,3,8,9
248,4,7,0,5
249,4,8,7,7
250,7,4,6,5
251,7,4,2,0
252,2,1,3,9
253,7,8,4,8
254,6,1,8,5
255,1,5,7,7
256,7,4,9,0
257,8,6,1,5
258,2,8,5,8
259,6,9,5,0
260,7,9,6,5
261,9,3,7,9
262,1,4,0,0
263,6,1,3,8
264,7,3,7,6
265,5,3,8,9
266,6,8,5,0
267,6,1,2,7
268,2,6,5,7
269,4,8,4,6
270,9,7,1,4
271,8,7,1,8
272,8,8,1,1
273,7,6,7,4
274,2,9,2,4
275,1,9,2,4
276,4,8,1,8
277,5,8,0,5
278,0,8,9,1
279,9,5,9,6
280,6,8,1,6
281,4,5,9,2
282,6,8,3,1
283,8,4,1,8
284,9,0,1,6
285,0,8,5,4
286,7,2,4,8
287,4,9,4,6
288,5,9,8,8
289,8,8,0,0
290,9,7,1,1
291,2,7,9,2
292,6,2,7,1
293,6,0,1,6
294,2,4,0,0
295,8,8,1,2
296,6,2,6,2
297,1,1,4,2
298,4,5,9,4
299,2,7,8,8
300,1,6,2,2
301,2,1,9,1
302,1,4,7,6
303,7,1,3,7
304,2,0,2,3
305,7,0,8,3
306,3,7,6,6
307,3,4,3,4
308,4,6,1,9
309,2,0,6,6
310,9,6,2,8
311,6,2,1,4
312,5,7,3,9
313,1,1,1,5
314,9,5,9,2
315,1,9,8,9
316,8,7,8,7
317,0,4,3,0
318,4,0,9,0
319,0,4,4,4
320,8,9,3,4
321,2,4,6,8
322,0,1,3,8
323,3,5,1,6
324,2,9,1,9
325,2,3,9,9
326,9,7,9,8
327,2,8,6,5
328,2,9,3,8
329,8,0,7,3
330,1,7,4,3
331,1,6,3,6
332,0,6,0,0
333,4,7,1,5
334,7,9,8,8
335,7,4,4,9
336,9,9,7,4
337,8,8,3,2
338,9,9,1,5
339,8,4,5,2
340,3,7,2,6
341,6,5,0,4
342,8,4,6,4
343,0,3,8,7
344,6,8,1,3
345,8,1,5,5
346,3,3,6,6
347,8,5,3,8
348,8,9,6,7
349,1,8,9,8
350,7,4,6,4
351,6,9,0,4
352,6,0,2,1
353,0,0,5,4
354,2,7,5,9
355,3,5,2,6
356,6,8,4,0
357,7,9,2,0
358,8,7,4,4
359,7,9,9,5
360,4,2,0,4
361,0,8,0,1
362,9,9,4,1
363,2,5,9,3
364,1,5,5,6
365,8,3,9,3
366,6,8,6,2
367,8,5,4,0
368,5,1,5,0
369,9,8,1,5
370,7,7,6,7
371,0,6,5,0
372,7,8,3,7
373,1,8,6,7
374,1,1,3,6
375,7,0,9,2
376,5,0,2,4
377,7,8,0,9
378,3,5,7,4
379,5,7,6,0
380,5,3,2,2
381,0,2,2,1
382,3,6,6,7
